[1,6];0;5;0
[1,8];0;5;0
[1,9];0;5;0
[1,12];0;5;0
[1,14];0;5;0
[1,15];0;5;0
[1,40];0;5;0
[1,51];0;5;0
[1,53];0;5;0
[3,6];0;5;0
[3,8];0;5;0
[3,9];0;5;0
[3,10];1;0;0
[3,12];0;5;0
[3,14];0;5;0
[3,15];0;5;0
[3,40];0;5;0
[3,51];0;5;0
[3,53];0;5;0
[4,6];0;5;0
[4,8];0;5;0
[4,9];0;5;0
[4,10];1;0;0
[4,12];0;5;0
[4,14];0;5;0
[4,15];0;5;0
[4,40];0;5;0
[4,51];0;5;0
[4,53];0;5;0
[6,12];0;5;0
[6,14];0;5;0
[6,15];0;5;0
[6,40];0;5;0
[6,51];0;5;0
[6,53];0;5;0
[8,10];0;0;1
[8,12];0;5;0
[8,14];0;5;0
[8,15];0;5;0
[8,51];0;5;0
[8,53];0;5;0
[9,10];0;0;1
[9,12];0;5;0
[9,14];0;5;0
[9,15];0;5;0
[9,51];0;5;0
[9,53];0;5;0
[12,40];0;5;0
[12,51];0;5;0
[12,53];0;5;0
[14,16];0;0;1
[14,51];0;5;0
[14,53];0;5;0
[15,16];0;0;1
[15,51];0;5;0
[15,53];0;5;0
[18,24];0;1;0
[18,25];0;1;0
[18,26];0;1;0
[18,27];0;1;0
[19,24];0;1;0
[19,25];0;1;0
[19,26];0;1;0
[19,27];0;1;0
[20,24];0;1;0
[20,25];0;1;0
[20,26];0;1;0
[20,27];0;1;0
[21,71];0;2;0
[21,73];0;2;0
[22,33];2;0;0
[23,97];0;1;0
[23,99];0;1;0
[23,100];0;1;0
[23,101];0;1;0
[23,103];0;1;0
[23,104];0;1;0
[24,93];0;1;0
[24,97];0;1;0
[24,99];0;1;0
[24,100];0;1;0
[24,101];0;1;0
[24,103];0;1;0
[24,104];0;1;0
[25,93];0;1;0
[25,97];0;1;0
[25,99];0;1;0
[25,100];0;1;0
[25,101];0;1;0
[25,103];0;1;0
[25,104];0;1;0
[26,93];0;1;0
[26,97];0;1;0
[26,99];0;1;0
[26,100];0;1;0
[26,101];0;1;0
[26,103];0;1;0
[26,104];0;1;0
[27,93];0;1;0
[27,97];0;1;0
[27,99];0;1;0
[27,100];0;1;0
[27,101];0;1;0
[27,103];0;1;0
[27,104];0;1;0
[28,93];0;1;0
[28,97];0;1;0
[28,99];0;1;0
[28,100];0;1;0
[28,101];0;1;0
[28,103];0;1;0
[28,104];0;1;0
[29,35];0;1;0
[29,37];0;1;0
[29,38];0;1;0
[30,35];0;1;0
[30,37];0;1;0
[30,38];0;1;0
[31,35];0;1;0
[31,36];0;1;0
[31,37];0;1;0
[31,38];0;1;0
[32,60];0;2;0
[32,64];0;2;0
[35,108];0;1;0
[35,112];0;1;0
[35,114];0;1;0
[35,115];0;1;0
[35,116];0;1;0
[35,118];0;1;0
[35,119];0;1;0
[37,108];0;1;0
[37,112];0;1;0
[37,114];0;1;0
[37,115];0;1;0
[37,116];0;1;0
[37,118];0;1;0
[37,119];0;1;0
[38,108];0;1;0
[38,112];0;1;0
[38,114];0;1;0
[38,115];0;1;0
[38,116];0;1;0
[38,118];0;1;0
[38,119];0;1;0
[39,108];0;1;0
[39,112];0;1;0
[39,114];0;1;0
[39,115];0;1;0
[39,116];0;1;0
[39,118];0;1;0
[39,119];0;1;0
[40,48];0;2;0
[40,49];0;2;0
[40,51];4;0;0
[40,53];4;0;0
[40,55];4;0;0
[41,48];0;2;0
[41,49];0;2;0
[42,48];0;2;0
[42,49];0;2;0
[45,86];1;1;0
[46,90];0;1;0
[46,122];0;1;0
[46,123];0;1;0
[46,124];0;1;0
[46,127];0;1;0
[46,129];0;1;0
[46,130];0;1;0
[46,131];0;1;0
[46,133];0;1;0
[46,134];0;1;0
[47,86];1;1;0
[48,86];0;2;0
[49,86];0;1;0
[49,90];0;1;0
[50,86];0;1;0
[50,90];0;1;0
[52,56];0;1;0
[52,57];0;1;0
[52,58];0;1;0
[52,59];0;1;0
[52,60];0;1;0
[52,63];0;1;0
[52,64];0;1;0
[52,65];0;1;0
[52,67];0;1;0
[52,68];0;1;0
[52,70];0;1;0
[52,71];0;1;0
[52,73];0;1;0
[52,75];0;1;0
[52,77];0;1;0
[52,80];0;1;0
[52,81];0;1;0
[52,83];0;1;0
[55,89];0;4;0
[56,63];1;0;0
[56,65];0;1;0
[56,67];0;1;0
[56,68];0;1;0
[56,70];0;1;0
[56,71];0;1;0
[56,73];0;1;0
[56,75];0;1;0
[56,77];0;1;0
[56,80];0;1;0
[57,63];1;0;0
[57,65];0;1;0
[57,67];0;1;0
[57,68];0;1;0
[57,70];0;1;0
[57,75];0;1;0
[57,77];0;1;0
[57,80];0;1;0
[58,63];1;0;0
[58,65];0;1;0
[58,67];0;1;0
[58,68];0;1;0
[58,70];0;1;0
[58,71];0;1;0
[58,73];0;1;0
[58,75];0;1;0
[58,77];0;1;0
[58,80];0;1;0
[59,63];1;0;0
[59,65];0;1;0
[59,67];0;1;0
[59,68];0;1;0
[59,70];0;1;0
[59,71];0;1;0
[59,73];0;1;0
[59,75];0;1;0
[59,77];0;1;0
[59,80];0;1;0
[59,81];0;1;0
[59,83];0;1;0
[60,65];0;1;0
[60,67];0;1;0
[60,68];0;1;0
[60,70];0;1;0
[60,75];0;1;0
[60,77];0;1;0
[60,80];0;1;0
[62,74];1;0;0
[63,65];0;1;0
[63,67];0;1;0
[63,68];0;1;0
[63,70];0;1;0
[63,75];0;1;0
[63,77];0;1;0
[63,80];0;1;0
[64,65];0;1;0
[64,67];0;1;0
[64,68];0;1;0
[64,70];0;1;0
[64,71];0;1;0
[64,73];0;1;0
[64,74];1;0;0
[64,75];0;1;0
[64,77];0;1;0
[64,80];0;1;0
[64,81];0;1;0
[64,83];0;1;0
[65,70];1;0;0
[65,75];0;1;0
[65,77];0;1;0
[65,80];0;1;0
[67,70];1;0;0
[67,75];0;1;0
[67,77];0;1;0
[67,80];0;1;0
[68,70];1;0;0
[68,75];0;1;0
[68,77];0;1;0
[68,80];0;1;0
[68,81];0;1;0
[68,83];0;1;0
[70,75];0;1;0
[70,77];0;1;0
[70,80];0;1;0
[70,81];0;1;0
[70,83];0;1;0
[71,74];0;0;1
[71,80];0;1;0
[71,81];0;1;0
[71,83];0;1;0
[73,74];0;0;1
[73,80];0;1;0
[73,81];0;1;0
[73,83];0;1;0
[75,80];1;0;0
[77,80];1;0;0
[81,84];0;0;1
[83,84];0;0;1
[90,133];0;2;0
[90,134];0;2;0
[92,100];0;1;0
[92,101];0;1;0
[92,103];0;1;0
[92,104];0;1;0
[92,106];1;0;0
[92,107];0;1;0
[92,121];0;1;0
[92,136];0;1;0
[93,97];0;1;0
[93,99];0;1;0
[93,100];0;1;0
[93,101];0;1;0
[93,103];0;1;0
[93,104];0;1;0
[94,100];0;1;0
[94,101];0;1;0
[94,103];0;1;0
[94,104];0;1;0
[94,106];1;0;0
[94,107];0;1;0
[94,121];0;1;0
[94,136];0;1;0
[96,106];1;0;0
[96,107];0;1;0
[96,109];0;1;0
[96,111];0;1;0
[96,121];0;1;0
[96,132];0;1;0
[96,133];0;1;0
[96,134];0;1;0
[96,136];0;1;0
[97,101];1;0;0
[99,101];1;0;0
[100,101];1;0;0
[106,107];0;1;0
[106,109];0;1;0
[106,111];0;1;0
[106,121];0;1;0
[106,132];0;1;0
[106,133];0;1;0
[106,134];0;1;0
[106,136];0;1;0
[107,115];0;1;0
[107,116];0;1;0
[107,118];0;1;0
[107,119];0;1;0
[107,121];1;0;0
[107,136];0;1;0
[108,112];0;1;0
[108,114];0;1;0
[108,115];0;1;0
[108,116];0;1;0
[108,118];0;1;0
[108,119];0;1;0
[109,115];0;1;0
[109,116];0;1;0
[109,118];0;1;0
[109,119];0;1;0
[109,121];1;0;0
[109,136];0;1;0
[111,121];1;0;0
[111,132];0;1;0
[111,133];0;1;0
[111,134];0;1;0
[111,136];0;1;0
[112,116];1;0;0
[114,116];1;0;0
[115,116];1;0;0
[121,132];0;1;0
[121,133];0;1;0
[121,134];0;1;0
[121,136];0;1;0
[122,127];0;1;0
[122,129];0;1;0
[122,130];0;1;0
[122,131];0;1;0
[122,133];0;1;0
[122,134];0;1;0
[123,127];0;1;0
[123,129];0;1;0
[123,130];0;1;0
[123,131];0;1;0
[123,133];0;1;0
[123,134];0;1;0
[124,127];0;1;0
[124,129];0;1;0
[124,130];0;1;0
[124,131];0;1;0
[124,133];0;1;0
[124,134];0;1;0
[127,131];1;0;0
[129,131];1;0;0
[130,131];1;0;0
[132,136];0;0;1
[133,136];0;0;1
[134,136];0;0;1
