[15,20];1;1;0;0
[15,21];1;1;0;0
[15,22];1;1;0;0
[15,23];1;1;0;0
[15,24];1;1;0;0
[15,25];1;1;0;0
[16,20];1;1;0;0
[16,21];1;1;0;0
[16,22];1;1;0;0
[16,23];1;1;0;0
[16,24];1;1;0;0
[16,25];1;1;0;0
[17,20];1;0;1;0
[17,21];1;0;1;0
[17,22];1;0;1;0
[17,23];1;0;1;0
[17,24];1;0;1;0
[17,25];1;1;0;0
[18,20];1;1;0;0
[18,21];1;1;0;0
[18,22];1;1;0;0
[18,23];1;1;0;0
[18,24];1;1;0;0
[18,25];1;1;0;0
[19,20];1;1;0;0
[19,21];1;1;0;0
[19,22];1;1;0;0
[19,23];1;1;0;0
[19,24];1;1;0;0
[19,25];1;1;0;0
[20,25];1;1;0;0
[21,25];1;1;0;0
[22,25];1;1;0;0
[23,25];1;1;0;0
[24,25];1;1;0;0
[27,32];3;0;3;0
[29,32];3;0;3;0
[31,32];3;0;3;0
[35,36];3;1;0;2
[35,37];6;6;0;0
[35,99];7;0;0;7
[35,100];7;0;0;7
[35,101];7;0;0;7
[35,104];7;0;0;7
[35,105];7;2;3;2
[35,106];7;2;3;2
[35,107];7;2;3;2
[35,110];7;0;0;7
[35,111];7;0;0;7
[36,37];6;0;6;0
[40,678];2;2;0;0
[40,717];2;2;0;0
[40,718];2;2;0;0
[41,49];2;0;2;0
[41,81];2;0;2;0
[41,82];2;1;1;0
[41,83];2;0;2;0
[41,84];2;0;2;0
[41,88];2;0;2;0
[41,90];2;0;2;0
[43,49];2;0;2;0
[43,81];2;1;1;0
[43,82];2;1;1;0
[43,83];2;0;2;0
[43,84];2;0;2;0
[43,88];2;0;2;0
[43,90];2;0;2;0
[45,47];2;0;2;0
[45,49];2;0;2;0
[45,50];2;0;2;0
[45,81];2;1;1;0
[45,82];2;0;2;0
[45,83];2;0;2;0
[45,84];2;0;2;0
[45,88];2;0;2;0
[45,90];2;0;2;0
[47,81];2;0;2;0
[47,82];2;0;2;0
[47,83];2;0;2;0
[47,84];2;0;2;0
[47,88];2;0;2;0
[48,58];1;1;0;0
[48,59];1;1;0;0
[48,62];1;1;0;0
[48,63];1;1;0;0
[48,64];1;1;0;0
[48,65];1;1;0;0
[48,66];1;1;0;0
[48,67];1;1;0;0
[48,68];1;1;0;0
[48,69];1;1;0;0
[48,70];1;1;0;0
[48,71];1;1;0;0
[48,72];1;1;0;0
[48,73];1;1;0;0
[48,74];1;1;0;0
[48,75];1;1;0;0
[48,77];1;1;0;0
[48,79];1;1;0;0
[48,80];1;1;0;0
[49,81];2;1;1;0
[49,82];2;1;1;0
[49,83];2;1;1;0
[49,84];2;1;1;0
[49,88];2;1;1;0
[50,81];2;1;1;0
[50,82];2;1;1;0
[50,83];2;1;1;0
[50,84];2;1;1;0
[50,88];2;1;1;0
[58,59];1;1;0;0
[58,62];1;1;0;0
[58,63];1;1;0;0
[58,64];1;1;0;0
[58,65];1;1;0;0
[58,66];1;1;0;0
[58,67];1;1;0;0
[58,68];1;1;0;0
[58,69];1;1;0;0
[58,71];1;0;0;1
[58,72];1;0;0;1
[58,73];1;0;0;1
[58,74];1;0;0;1
[58,75];1;0;0;1
[58,77];1;0;0;1
[58,79];1;0;0;1
[59,68];1;1;0;0
